,HARPN,CORALIE14,ESPRESSO19,HARPS03,HARPS15,VSINI,ESPRESSO18,CORALIE07,CORALIE98,SOPHIE
79,6.813970278473513,7.782053076856728,7.047101782603231,6.853823627336799,6.887874240323112,3.831103678929766,7.047101782603231,7.782053076856728,7.782053076856728,7.782053076856728
80,6.854670797443004,7.811507861062933,7.096759427838343,6.891685784324826,6.925175871806283,3.879598662207358,7.096759427838343,7.811507861062933,7.811507861062933,7.811507861062933
81,6.895665058771994,7.841321249650944,7.146865610128262,6.929206818124611,6.96220763532018,3.92809364548495,7.146865610128262,7.841321249650944,7.841321249650944,7.841321249650944
82,6.93692934000213,7.871491762999892,7.197434764561757,6.966281357927815,6.998888495155825,3.976588628762542,7.197434764561757,7.871491762999892,7.871491762999892,7.871491762999892
83,6.978440181791633,7.902017890337216,7.248480289304679,7.002812122616523,7.035144421044011,4.025083612040134,7.248480289304679,7.902017890337216,7.902017890337216,7.902017890337216
84,7.020179713317033,7.932898092228339,7.299993558587408,7.038873653700513,7.071050176180819,4.073578595317726,7.299993558587408,7.932898092228339,7.932898092228339,7.932898092228339
85,7.062135406463773,7.9641308029749664,7.351944891421256,7.074704757748682,7.1068227725900694,4.122073578595318,7.351944891421256,7.9641308029749664,7.9641308029749664,7.9641308029749664
86,7.104294947040843,7.9957144329231165,7.404303763760813,7.110550818547866,7.142684917977596,4.17056856187291,7.404303763760813,7.9957144329231165,7.9957144329231165,7.9957144329231165
87,7.146646020857225,8.02764737068192,7.457039651560664,7.1466572198849,7.178859320049231,4.219063545150502,7.457039651560664,8.02764737068192,8.02764737068192,8.02764737068192
88,7.189176313721898,8.059927985254323,7.510122030775396,7.183269345546616,7.215568686510803,4.2675585284280935,7.510122030775396,8.059927985254323,8.059927985254323,8.059927985254323
89,7.231873511443845,8.092554628080716,7.563520377359594,7.220632579319849,7.253035725068142,4.316053511705686,7.563520377359594,8.092554628080716,8.092554628080716,8.092554628080716
90,7.274725299832049,8.125525634996634,7.61720416726784,7.258992304991432,7.291483143427082,4.364548494983278,7.61720416726784,8.125525634996634,8.125525634996634,8.125525634996634
91,7.317719364695494,8.15883932810556,7.671142876454727,7.2985939063482,7.331133649293451,4.41304347826087,7.671142876454727,8.15883932810556,8.15883932810556,8.15883932810556
92,7.36084339184316,8.192494017567917,7.725305980874834,7.339682767176986,7.37220995037308,4.461538461538462,7.725305980874834,8.192494017567917,8.192494017567917,8.192494017567917
93,7.404085192983529,8.226488003307374,7.779663029313353,7.3825035774763075,7.414934104593683,4.510033444816054,7.779663029313353,8.226488003307374,8.226488003307374,8.226488003307374
94,7.447457066694791,8.260819576635487,7.834197735770221,7.427166088629029,7.459401791046977,4.558528428093646,7.834197735770221,8.260819576635487,8.260819576635487,8.260819576635487
95,7.491024900443793,8.295487021795802,7.888924814455923,7.473484742305735,7.505432111971463,4.607023411371237,7.888924814455923,8.295487021795802,8.295487021795802,8.295487021795802
96,7.5348616734529665,8.330488617428466,7.943863082034297,7.521234899980475,7.552807568446477,4.65551839464883,7.943863082034297,8.330488617428466,8.330488617428466,8.330488617428466
97,7.579040364944737,8.36582263795647,7.999031355169175,7.570191923127292,7.601310661551351,4.7040133779264215,7.999031355169175,8.36582263795647,8.36582263795647,8.36582263795647
98,7.623633954141533,8.401487354894561,8.054448450524397,7.620131173220238,7.650723892365429,4.752508361204014,8.054448450524397,8.401487354894561,8.401487354894561,8.401487354894561
99,7.668715420265782,8.437481038081932,8.110133184763797,7.670828011733356,7.70082976196804,4.801003344481606,8.110133184763797,8.437481038081932,8.437481038081932,8.437481038081932
100,7.714357742539911,8.47380195683976,8.166104374551207,7.7220578001406945,7.751410771438521,4.849498327759197,8.166104374551207,8.47380195683976,8.47380195683976,8.47380195683976
101,7.760633900186352,8.510448381054676,8.22238083655047,7.773595899916304,7.802249421856212,4.89799331103679,8.22238083655047,8.510448381054676,8.510448381054676,8.510448381054676
102,7.80761687242753,8.547418582189252,8.278981387425418,7.825217672534229,7.853128214300448,4.946488294314381,8.278981387425418,8.547418582189252,8.547418582189252,8.547418582189252
103,7.855379638485873,8.584710834220582,8.335924843839887,7.876698479468517,7.9038296498505645,4.994983277591974,8.335924843839887,8.584710834220582,8.584710834220582,8.584710834220582
104,7.903977728388269,8.622323414508037,8.393225945429132,7.927847974772679,7.954172515114244,5.043478260869565,8.393225945429132,8.622323414508037,8.622323414508037,8.622323414508037
105,7.953371294278973,8.660254604591273,8.450877146654701,7.978663256879022,8.004173934602784,5.091973244147157,8.450877146654701,8.660254604591273,8.660254604591273,8.660254604591273
106,8.003488063932284,8.698502690919593,8.508863325979421,8.029205147231073,8.053918459167706,5.1404682274247495,8.508863325979421,8.698502690919593,8.698502690919593,8.698502690919593
107,8.05425573831729,8.737065965513708,8.56716935560304,8.079534519952134,8.103490695401838,5.188963210702341,8.56716935560304,8.737065965513708,8.737065965513708,8.737065965513708
108,8.105602018403088,8.775942726561013,8.625780107725323,8.129712249165506,8.152975249898015,5.237458193979934,8.625780107725323,8.775942726561013,8.775942726561013,8.775942726561013
109,8.157454605158765,8.81513127894544,8.684680454546013,8.179799208994485,8.202456729249066,5.285953177257525,8.684680454546013,8.81513127894544,8.81513127894544,8.81513127894544
110,8.209741199553415,8.854629934712982,8.743855268264872,8.229856273562376,8.252019740047828,5.334448160535118,8.743855268264872,8.854629934712982,8.854629934712982,8.854629934712982
111,8.26238950255613,8.894437013473953,8.803289421081647,8.279944316992475,8.301748888887126,5.382943143812709,8.803289421081647,8.894437013473953,8.894437013473953,8.894437013473953
112,8.315327215136,8.934550842743068,8.862967785196096,8.330124213408084,8.351728782359796,5.431438127090301,8.862967785196096,8.934550842743068,8.934550842743068,8.934550842743068
113,8.36848203826212,8.97496975821845,8.922875232807971,8.380456836932504,8.40204402705867,5.479933110367893,8.922875232807971,8.97496975821845,8.97496975821845,8.97496975821845
114,8.421784399514307,9.015692104000614,8.982996555295232,8.431001379057514,8.452775311853589,5.528428093645485,8.982996555295232,9.015692104000614,9.015692104000614,9.015692104000614
115,8.475207839443689,9.056716232752514,9.0433152660875,8.481790425627223,8.50394137886239,5.5769230769230775,9.0433152660875,9.056716232752514,9.056716232752514,9.056716232752514
116,8.528760312280351,9.098040505801748,9.103813858529188,8.532835325299096,8.555511523004702,5.625418060200669,9.103813858529188,9.098040505801748,9.098040505801748,9.098040505801748
